"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Decimal_entrance_time","Total_runs","Trial","Day","Scent","Treatment","Setup","Site","Density","Flower_number","Array_time","Duration"
"7B","7/19/22","PYY_7B",23,12,1,23.2,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",26,36,1,26.6,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",30,38,1,30.6333333333333,9,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",33,52,0,33.8666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",36,52,1,36.8666666666667,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",40,54,0,40.9,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",44,43,0,44.7166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",48,27,1,48.45,23,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",52,42,1,52.7,29,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","PYY_7B",57,1,1,57.0166666666667,16,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","RB_7B",37,14,0,37.2333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","RB_7B",41,24,0,41.4,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","RB_7B",45,16,0,45.2666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","RB_7B",53,14,0,53.2333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","RB_7B",57,6,1,57.1,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","RF_7B",9,7,1,9.11666666666667,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",12,39,1,12.65,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",17,6,1,17.1,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",20,34,0,20.5666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",25,1,0,25.0166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",28,40,1,28.6666666666667,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",32,8,0,32.1333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",35,17,1,35.2833333333333,4,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",38,37,1,38.6166666666667,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",41,48,0,41.8,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",44,58,1,44.9666666666667,17,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",48,58,0,48.9666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",52,10,0,52.1666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",55,48,1,55.8,11,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RF_7B",59,22,1,59.3666666666667,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","RO_7B",6,59,1,6.98333333333333,9,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",21,36,1,21.6,6,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",24,48,1,24.8,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",30,16,1,30.2666666666667,23,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",33,45,0,33.75,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",36,28,1,36.4666666666667,16,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",39,50,1,39.8333333333333,35,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",43,59,1,43.9833333333333,31,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",48,28,1,48.4666666666667,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",52,20,1,52.3333333333333,12,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",56,1,0,56.0166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RO_7B",58,40,1,58.6666666666667,41,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",5,55
"7B","7/19/22","RW.a_7B",39,47,0,39.7833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",13,47
"7B","7/19/22","RW.a_7B",51,0,0,51,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",13,47
"7B","7/19/22","RW.a_7B",58,43,0,58.7166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",13,47
"7B","7/19/22","RWR_7B",7,30,0,7.5,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","RWR_7B",24,27,0,24.45,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","RWR_7B",32,31,0,32.5166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","RWR_7B",40,27,0,40.45,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","RWR_7B",47,4,0,47.0666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","RWR_7B",51,30,0,51.5,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","RWR_7B",57,42,0,57.7,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WG_7B",52,3,0,52.05,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",46,14
"7B","7/19/22","WG_7B",59,48,0,59.8,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",46,14
"7B","7/19/22","WGG_7B",19,45,0,19.75,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",28,42,1,28.7,11,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",32,51,1,32.85,19,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",37,30,1,37.5,3,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",41,33,0,41.55,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",45,9,1,45.15,12,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",49,17,1,49.2833333333333,6,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",53,3,1,53.05,23,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGG_7B",57,14,1,57.2333333333333,1,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",12,48
"7B","7/19/22","WGR_7B",8,30,1,8.5,5,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",17,12,0,17.2,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",20,58,0,20.9666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",28,39,0,28.65,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",32,18,0,32.3,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",35,55,0,35.9166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",43,9,0,43.15,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",51,24,1,51.4,5,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",55,39,0,55.65,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","WGR_7B",59,5,1,59.0833333333333,3,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",6,54
"7B","7/19/22","PO_7B",55,12,1,55.2,2,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",9,51
"7B","7/19/22","WOO_7B",23,49,0,23.8166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",27,59,1,27.9833333333333,7,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",31,13,1,31.2166666666667,23,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",35,51,1,35.85,5,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",38,58,1,38.9666666666667,5,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",43,1,0,43.0166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",46,54,1,46.9,18,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",51,16,1,51.2666666666667,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",55,1,0,55.0166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOO_7B",58,17,0,58.2833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WOY_7B",16,47,1,16.7833333333333,2,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",20,18,0,20.3,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",30,51,0,30.85,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",37,56,0,37.9333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",41,1,0,41.0166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",44,51,0,44.85,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",48,31,0,48.5166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",52,10,1,52.1666666666667,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WOY_7B",56,10,1,56.1666666666667,1,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",10,50
"7B","7/19/22","WR.a_7B",34,16,0,34.2666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WR.a_7B",37,25,0,37.4166666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WR.a_7B",41,13,1,41.2166666666667,29,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WR.a_7B",45,12,1,45.2,31,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WR.a_7B",49,36,1,49.6,35,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WR.a_7B",54,16,0,54.2666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WR.a_7B",57,22,1,57.3666666666667,8,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",2,58
"7B","7/19/22","WRR_7B",3,55,0,3.91666666666667,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","WRR_7B",34,39,1,34.65,13,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","WRR_7B",38,13,1,38.2166666666667,13,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","WRR_7B",41,32,0,41.5333333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","WRR_7B",45,30,1,45.5,14,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","WRR_7B",56,23,0,56.3833333333333,0,"Trial 2",2,"Peppermint","Changing","Density: High, Number of flowers: High","Northeast","High","High",4,56
"7B","7/19/22","WY_7B",26,30,0,26.5,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY_7B",36,37,0,36.6166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY_7B",39,54,1,39.9,2,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY_7B",46,23,0,46.3833333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY_7B",49,55,0,49.9166666666667,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY_7B",54,3,0,54.05,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY_7B",58,2,0,58.0333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/19/22","WY.a_7B",7,26,0,7.43333333333333,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","WY.a_7B",30,39,1,30.65,6,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","WY.a_7B",34,15,1,34.25,1,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","WY.a_7B",37,54,1,37.9,10,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/19/22","WY.a_7B",43,18,0,43.3,0,"Trial 2",2,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
